CompleteSummary[Complete[Source[N0],Sink[N14],Reach[E0]]]	0	14	-	complete
CompleteSummary[Complete[Source[N0],Sink[N14],Reach[Reach[E2],E29]]]	0	14	-	complete
CompleteSummary[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[E1],E8],E12],E29]]]	0	14	-	complete
CompleteSummary[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[E1],E9],E14],E18],E21]]]	0	14	-	complete
CompleteSummary[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[Reach[E1],E8],E11],E16],E18],E21]]]	0	14	-	complete
SanitizedSummary[Sanitized[Complete[Source[N0],Sink[N14],Reach[E0]],Sanitizer[N5],Reach[Reach[Reach[E1],E8],E11],Reach[Reach[Reach[E16],E18],E21]]]	0	14	5	sanitized
SanitizedSummary[Sanitized[Complete[Source[N0],Sink[N14],Reach[Reach[E2],E29]],Sanitizer[N5],Reach[Reach[Reach[E1],E8],E11],Reach[Reach[Reach[E16],E18],E21]]]	0	14	5	sanitized
SanitizedSummary[Sanitized[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[E1],E8],E12],E29]],Sanitizer[N5],Reach[Reach[Reach[E1],E8],E11],Reach[Reach[Reach[E16],E18],E21]]]	0	14	5	sanitized
SanitizedSummary[Sanitized[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[E1],E9],E14],E18],E21]],Sanitizer[N5],Reach[Reach[Reach[E1],E8],E11],Reach[Reach[Reach[E16],E18],E21]]]	0	14	5	sanitized
SanitizedSummary[Sanitized[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[Reach[E1],E8],E11],E16],E18],E21]],Sanitizer[N5],Reach[Reach[Reach[E1],E8],E11],Reach[Reach[Reach[E16],E18],E21]]]	0	14	5	sanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[E0]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[E12],E29]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[E0]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[Reach[Reach[E11],E16],E18],E21]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[E2],E29]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[E12],E29]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[E2],E29]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[Reach[Reach[E11],E16],E18],E21]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[E1],E8],E12],E29]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[E12],E29]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[E1],E8],E12],E29]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[Reach[Reach[E11],E16],E18],E21]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[E1],E9],E14],E18],E21]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[E12],E29]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[E1],E9],E14],E18],E21]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[Reach[Reach[E11],E16],E18],E21]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[Reach[E1],E8],E11],E16],E18],E21]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[E12],E29]]]]	0	14	-	unsanitized
UnsanitizedSummary[Unsanitized[SensitiveOnPath[Complete[Source[N0],Sink[N14],Reach[Reach[Reach[Reach[Reach[Reach[E1],E8],E11],E16],E18],E21]],SensFromType[S1],Reach[Reach[E1],E8],Reach[Reach[Reach[Reach[E11],E16],E18],E21]]]]	0	14	-	unsanitized
